project_name,country,common_region,region_group,status,sector,capture_type,transport_type,storage_type,utilization_type,start_year,announced_year,capacity_tpa,capacity_mtpa,latitude,longitude,raw_status,raw_sector,source_file,status_standardized
Kinno carbon storage (EXL010),Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Albondigas carbon storage (EXL008),Norway,Europe,Europe,Cancelled,CO2 T&S,Storage,,Dedicated storage,,,2024,5000000.0,5.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Atlas carbon storage ,Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
SOMZERO CO2,Spain,Spain,Europe,Planned,Industry,Full chain,,Dedicated storage,,2030,2023,1100000.0,1.1,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Baltic Sea Storage,Poland,Poland,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
NSW CO2 SAP,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Otway CCS Hub,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,200000.0,0.2,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cygnus CCS Hub phase 1,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cygnus CCS Hub phase 2,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Incapture G-15-AP,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Chevron G-20-AP,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Chevron G-18-AP,Australia,Australia,Australia and New Zealand,Planned,CO2 T&S,Storage,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Fjernvarme Fyn,Denmark,Europe,Europe,Planned,Power and heat,Capture,,,,2029,2024,280000.0,0.28,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Fjord-Projekt CIP (Carbon Captured from  Nordværk Incineration Plant),Denmark,Europe,Europe,Planned,Power and heat,CCU,,,,2030,2024,330000.0,0.33,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Jinjiang Chemical CCUS Project (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,Full chain,,EOR and storage,,2023,2022,100000.0,0.1,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
Xinjiang Dunhua Wucaiwan Industrial Park CO2 Capture Project (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,Full chain,,EOR,,2024,,150000.0,0.15,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
A2X's CCS Esbjerg (Carbon captured from Energnist Incineration Plant in Esbjerg),Denmark,Europe,Europe,Planned,Power and heat,Full Chain,,Dedicated storage,,,2022,230000.0,0.23,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
European Energy/Brønderslev PtX (Biogas or waste incineration plants in Northern Jutland),Denmark,Europe,Europe,Planned,Fuel transformation,CCU,,,,2030,2023,150000.0,0.15,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Bantam DAC (OK),United States,United States,North America,Operational,DAC,Full chain,,EOR,,2024,,5000.0,0.005,,,Operational,DAC,IEA-CCUS-2026.xlsx,operational
Campo Viejo Gas Processing Plant,United States,United States,North America,Operational,Fuel transformation,Full Chain,,Dedicated storage,,2024,2018,120000.0,0.12,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Xinjiang Guoneng Chemical Co CCU Phase 1  (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Industry,Full chain,,EOR,,2024,,100000.0,0.1,,,Operational,Industry,IEA-CCUS-2026.xlsx,operational
"Xinjiang Guoneng Chemical Co., Ltd CCU Phase 2 (Xinjiang)",People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Industry,Full chain,,EOR,,,,200000.0,0.2,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Piñon’s Dark Horse Treating Facility and storage,United States,United States,North America,Operational,Fuel transformation,Full chain,,Dedicated storage,,2024,2020,190000.0,0.19,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
New Generation Gas Gathering (NG3),United States,United States,North America,Operational,Fuel transformation,Capture,,EOR,,2025,,1200000.0,1.2,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
 Shaanxi Coal Group Yulin Chemical CCUS Phase 1 (Shaanxi),People's Republic of China,People's Republic of China,Other Asia Pacific,Under construction,Fuel transformation,Full chain,,Dedicated storage,,2026,,400000.0,0.4,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
 Shaanxi Coal Group Yulin Chemical CCUS Phase 2 (Shaanxi),People's Republic of China,People's Republic of China,Other Asia Pacific,Under construction,Fuel transformation,Full chain,,Dedicated storage,,2029,2023,600000.0,0.6,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
 Shaanxi Coal Group Yulin Chemical CCUS Phase 3 (Shaanxi),People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Fuel transformation,Full chain,,Dedicated storage,,2033,2023,3000000.0,3.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Waste to hydrogen Boson Energy (H2-BEAM),Spain,Spain,Europe,Planned,Fuel transformation,Capture,,,,,,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Waste to hydrogen Boson Energy (BEH2X DE),Germany,Europe,Europe,Planned,Fuel transformation,Capture,,,,,,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Waste to hydrogen Boson Energy (BEH2X LUX),Luxembourg,Luxembourg,Europe,Planned,Fuel transformation,Capture,,,,,,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Yeosu Myodo Island Blue Hydrogen Plant ,South Korea,South Korea,Other Asia Pacific,Planned,Fuel transformation,Capture,,Dedicated storage,,2030,,430000.0,0.43,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
SK Ulsan Complex,South Korea,South Korea,Other Asia Pacific,Planned,Fuel transformation,Capture,,Dedicated storage,,,,400000.0,0.4,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Onyx plant - Port of Rotterdam,Netherlands,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2023,2500000.0,2.5,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Koping - Waste-to-Hydrogen,Sweden,Europe,Europe,Planned,Fuel transformation,Capture,,,,,2024,175000.0,0.175,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
"Mitsubishi - Pupuk Indonesia, Blue NH3 Sumatra-Java",Indonesia,Indonesia,Other Asia Pacific,Planned,Industry,Capture,,Dedicated storage,,,,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
H2M Eemshaven,Netherlands,Europe,Europe,Cancelled,Fuel transformation,Capture,,Dedicated storage,,2030,2024,1837000.0,1.837,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Eneos project (MVCE Gulf Coast),United States,United States,North America,Planned,Fuel transformation,Capture,,,,2031,2024,1924000.0,1.924,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Ashdown Pulp Mill CCS ,United States,United States,North America,Planned,Industry,Full chain,,Dedicated storage,,,2024,1500000.0,1.5,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Pelican-Gulf Coast Origen DAC project (LA),United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,2029,2024,25000.0,0.025,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Connah's Quay Low Carbon (CQLCP) Power Phase 2,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2021,1200000.0,1.2,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Pelican-Gulf Coast DAC Project (LA) phase 1,United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,2030,2025,30000.0,0.03,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Origen DAC Demonstration (EERC) (ND),United States,United States,North America,Operational,DAC,Capture,,Dedicated storage,,2025,2024,1000.0,0.001,,,Operational,DAC,IEA-CCUS-2026.xlsx,operational
CALDAC San Joaquin (CA),United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,2030,2023,50000.0,0.05,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Olea Phase 1,Greece,Greece,Europe,Planned,DAC,Capture,,Dedicated storage,,2027,2024,1000.0,0.001,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Olea Phase 2,Greece,Greece,Europe,Planned,DAC,Capture,,Dedicated storage,,2029,2024,29000.0,0.029,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Olea Phase 3,Greece,Greece,Europe,Planned,DAC,Capture,,Dedicated storage,,2030,2024,70000.0,0.07,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Oak CCS (RepAir Carbon- C-Questra) Phase 1,France,Europe,Europe,Planned,DAC,Capture,,Dedicated storage,,2029,2024,30000.0,0.03,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Oak CCS (RepAir Carbon- C-Questra) Phase 2,France,Europe,Europe,Planned,DAC,Capture,,Dedicated storage,,2030,2024,70000.0,0.07,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Acacia (RepAir- Cella Partnership Project) Phase 1,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,,2024,1000.0,0.001,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Acacia (RepAir- Cella Partnership Project) Phase 2,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,,2024,19000.0,0.019,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Acacia (RepAir- Cella Partnership Project) Phase 3,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,,2024,30000.0,0.03,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Killingholme Low Carbon Power project,United Kingdom,Europe,Europe,Planned,Power and heat,Full chain,,Dedicated storage,,2031,2025,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Kaupang carbon storage (EXL012),Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2025,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Forsete carbon storage (EXL013),Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2025,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Linde H2 Plant Jubail ,Saudi Arabia,Saudi Arabia,Middle East,Planned,Fuel transformation,Capture,,Dedicated storage,,,2025,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Cypress DAC Hub Heirloom Facility (LA) Phase 2,United States,United States,North America,Planned,DAC,Capture,,Dedicated Storage,,2027,2023,100000.0,0.1,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Cypress DAC Hub Heirloom Facility (LA) Phase 3,United States,United States,North America,Planned,DAC,Capture,,Dedicated Storage,,2030,2023,200000.0,0.2,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
GLOBE ( Lhoist Marche-les-Dames CCS),Belgium,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2031,2024,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Catch4Climate  Mergelstetten,Germany,Europe,Europe,Under construction,Industry,CCU,,,,2026,2020,100000.0,0.1,,,Under construction,Industry,IEA-CCUS-2026.xlsx,under_construction
Lynemouth Power Station (BECCS),United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2030,2022,2300000.0,2.3,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
NL CCS Direct Injection Phase 2,Netherlands,Europe,Europe,Cancelled,CO2 T&S,T&S,,Dedicated storage,,2046,2023,5000000.0,5.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Yanan Energy Chemical (Shaanxi),People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2030,2022,800000.0,0.8,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Idemitsu Biomass Waste to Hydrogen,Japan,Japan,Other Asia Pacific,Planned,Fuel transformation,Capture,,,,2030,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Ascension Clean Energy (ACE) complex (LA) Phase 2,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2030,2022,7560000.0,7.56,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Project Jacaranda Phase 1,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,2026,2023,1000.0,0.001,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Project Jacaranda Phase 2,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,2027,2023,6000.0,0.006,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Project Jacaranda Phase 3,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,2028,2023,23000.0,0.023,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Project Jacaranda Phase 4,Kenya,Kenya,Africa,Planned,DAC,Capture,,Dedicated storage,,2029,2023,70000.0,0.07,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Worsley Alumina CCS,Australia,Australia,Australia and New Zealand,Planned,Industry,Capture,,Dedicated storage,,,2025,700000.0,0.7,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
CopenCapture (CopenHill Wate to Energy Plant),Denmark,Europe,Europe,Planned,Power and heat,Full Chain,,Dedicated storage,,2030,2025,400000.0,0.4,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
EDF Renewables DAC Park (TX),United States,United States,North America,Planned,DAC,Full chain,,Dedicated storage,,2028,2025,500000.0,0.5,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Project Labrador (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2032,2025,2300000.0,2.3,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Barnett Zero CCS (TX) (Bridgeport plant),United States,United States,North America,Operational,Fuel transformation,Full Chain,,EOR,,2023,2022,183000.0,0.183,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Hydrogen Canada Clean Hydrogen and Ammonia Production Facility,Canada,Canada,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,2028,2023,1000000.0,1.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Hydrogen Naturally Co-located Hydrogen Hub,Canada,Canada,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,,2022,4000000.0,4.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
KEZO Carbon Capture Plant,Switzerland,Switzerland,Europe,Planned,Power and heat,CCU,,,,,2025,120000.0,0.12,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Havstjerne CO2 Storage (FSIU),Norway,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,,2025,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Grenaa Port phase 1,Denmark,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2029,2025,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Grenaa Port phase 2,Denmark,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2030,2025,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Project Cypress Southwest (LA),United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,,2023,530000.0,0.53,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Greenview Industrial Gateway  blue ammonia and methanol (ALB),Canada,Canada,North America,Cancelled,Fuel transformation,Capture,,Dedicated storage,,,2021,,,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Iillinois basin Regional DAC hub (IL),United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,,2024,50000.0,0.05,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Aker Carbon Capture refinery (unknown facility),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2023,1200000.0,1.2,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Antwerp CO2 Pipeline Network,Belgium,Europe,Europe,Under construction,CO2 T&S,Transport,,,,2029,2021,10000000.0,10.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Madrid Ethanol plant (NE),United States,United States,North America,Operational,Fuel transformation,Capture,,Dedicated storage,,2025,2022,286000.0,0.286,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Enping 15-1 offshore CCS (Hong Kong) (well extension),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Fuel transformation,Full chain,,EOR,,2025,,100000.0,0.1,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Xinjiang Jinlong Shenwu Thermal Power Plant (Xinjiang),People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Power and heat,Capture,,EOR,,2024,,200000.0,0.2,,,Operational,Power and heat,IEA-CCUS-2026.xlsx,operational
CPNC coal power Baijiantan Karamay (Xinjiang) Phase 2,People's Republic of China,People's Republic of China,Other Asia Pacific,Planned,Power and heat,Full chain,,EOR,,2030,2023,1000000.0,1.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
1PointFive and Entreprise BlueBonnet transport network (TX),United States,United States,North America,Planned,CO2 T&S,Transport,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
NorthStarH2 Lugnvik plant,Sweden,Europe,Europe,Planned,Power and heat,CCU,,,,,2024,150000.0,0.15,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Kleberg Sequestration Hub (TX),United States,United States,North America,Planned,CO2 T&S,T&S,,,,2028,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Moringa Phase 1,Oman-United Arab Emirates,Oman-United Arab Emirates,Middle East,Operational,DAC,Full chain,,Dedicated storage,,2025,2025,1000.0,0.001,,,Operational,DAC,IEA-CCUS-2026.xlsx,operational
Moringa Phase 2,Oman-United Arab Emirates,Oman-United Arab Emirates,Middle East,Under construction,DAC,Full chain,,Dedicated storage,,2026,2025,0.0,0.0,,,Under construction,DAC,IEA-CCUS-2026.xlsx,under_construction
Granger Carbon terminal (WY) (Project Sprint Carbon-by-Rail BECCS),United States,United States,North America,Planned,CO2 T&S,Transport,,Dedicated storage,,2027,2025,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Bonanza BioEnergy CCUS Dedicated storage (KS),United States,United States,North America,Under construction,Fuel transformation,Full chain,,Dedicated storage,,2028,2025,150000.0,0.15,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Ichthys LNG (Darwin),Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Full chain,,,,2030,2025,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Tamarack  (AB),Canada,Canada,North America,Under construction,DAC,Capture,,Dedicated storage,,2026,2025,2000.0,0.002,,,Under construction,DAC,IEA-CCUS-2026.xlsx,under_construction
Port of Nagoya (Aichi Prefecture) to Australia,Australia-Japan,Australia-Japan,Australia and New Zealand,Planned,CO2 T&S,Transport,,Dedicated storage,,,2024,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
"5,000 TA CO2 (Salvador de Bahia)",Brazil,Brazil,Central and South America,Planned,DAC,Capture,,Dedicated storage,,2027,2023,5000.0,0.005,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
"5,000 TA CO2 (Australia) phase 1",Australia,Australia,Australia and New Zealand,Planned,DAC,Full chain,,Dedicated storage,,,2025,5000.0,0.005,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Alaska DAC Hub (AK),United States,United States,North America,Planned,DAC,Full chain,,Dedicated storage,,,2024,50000.0,0.05,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
CPT 01 cement Campulung,Romania,Romania,Europe,Planned,Industry,Full chain,,Dedicated storage,,2032,2025,1000000.0,1.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
APOLLOCO2-LT Revithoussa Island,Greece,Greece,Europe,Planned,CO2 T&S,Transport,,,,,2025,3000000.0,3.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Sandpiper Chemical Blue Methanol plant (TX),United States,United States,North America,Planned,Industry,Capture,,,,2030,2025,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Trinity Campus (TX),United States,United States,North America,Planned,DAC,Full chain,,,,,2025,10000.0,0.01,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Trinity Campus (TX),United States,United States,North America,Planned,DAC,Full chain,,,,,2025,90000.0,0.09,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Capsol US utility for gas power,United States,United States,North America,Planned,Power and heat,Capture,,,,,2025,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Rexus Wood Waste-to-Energy Plant (Lion),Singapore,Singapore,Other Asia Pacific,Planned,Power and heat,CCU,,,,,2024,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Granger Carbon terminal (WY),United States,United States,North America,Planned,CO2 T&S,Transport,,Dedicated storage,,2027,2025,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
ECCO2-LH (Lighthouse) LafargeHolcim Carboneras cement factory phase 2,Spain,Spain,Europe,Cancelled,Industry,CCU,,,,,2020,600000.0,0.6,,,Cancelled,Industry,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Deuna cement plant (Thuringia),Germany,Europe,Europe,Planned,Industry,Capture,,,,2029,2024,620000.0,0.62,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
VAIA project Montalieu-Vercieu site,France,Europe,Europe,Planned,Industry,Full chain,,,,2030,2025,1200000.0,1.2,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
